Term,Status,Section,Location,Lecture Days,Lecture Time,Lecture Location,Seminar Days,Seminar Time,Seminar Location,Lab Days,Lab Time,Lab Location,Distance Education,Electronic,Independent Study,Exam Day,Exam Time,Exam Location,Faculty,Capacity,Credits,Academic Level
Fall 2022,Open,ACCT*1220*0101 (6573) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Mon,04:30PM - 05:20PM,"MCKN, Room 225", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 3 / 48,0.5,Undergraduate
Fall 2022,Open,ACCT*1220*0102 (6574) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Tues,08:30AM - 09:20AM,"MCKN, Room 227", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 1 / 48,0.5,Undergraduate
Fall 2022,Open,ACCT*1220*0103 (6575) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Wed,04:30PM - 05:20PM,"MCKN, Room 228", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 1 / 48,0.5,Undergraduate
Fall 2022,Closed,ACCT*1220*0104 (6576) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Thur,12:30PM - 01:20PM,"MACS, Room 121", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 0 / 48,0.5,Undergraduate
Fall 2022,Open,ACCT*1220*0105 (6577) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Mon,11:30AM - 12:20PM,"MCKN, Room 226", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 1 / 48,0.5,Undergraduate
Fall 2022,Closed,ACCT*1220*0106 (6578) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Tues,02:30PM - 03:20PM,"MACS, Room 121", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 0 / 48,0.5,Undergraduate
Fall 2022,Open,ACCT*1220*0107 (6579) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Tues,09:30AM - 10:20AM,"AD-S, Room VIRTUAL", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 1 / 70,0.5,Undergraduate
Fall 2022,Open,ACCT*1220*0108 (6580) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Wed,01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 2 / 70,0.5,Undergraduate
Fall 2022,Closed,ACCT*1220*0109 (6581) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Mon,12:30PM - 01:20PM,"MCKN, Room 231", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 0 / 48,0.5,Undergraduate
Fall 2022,Open,ACCT*1220*0110 (6582) Intro Financial Accounting,Guelph, Fri,08:30AM - 10:20AM,"ROZH, Room 104", Thur,11:30AM - 12:20PM,"MACS, Room 121", , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,P. Lassou, 1 / 48,0.5,Undergraduate
Fall 2022,Open,ACCT*1220*DE01 (6583) Intro Financial Accounting,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/06),TBA,T. Nasreen, 8 / 200,0.5,Undergraduate
Fall 2022,Open,ACCT*2230*01 (6584) Management Accounting,Guelph, Tues,07:00PM - 09:50PM,"ROZH, Room 104", , , , , , ,FALSE,FALSE,FALSE, Wed,11:30AM - 01:30PM (2022/12/14),TBA,K. Jagoda, 149 / 500,0.5,Undergraduate
Fall 2022,Open,ACCT*2230*DE01 (6585) Management Accounting,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, Wed,11:30AM - 01:30PM (2022/12/14),TBA,S. Dhaliwal, 23 / 325,0.5,Undergraduate
Fall 2022,Open,ACCT*3280*01 (6586) Auditing I,Guelph," Wed, Fri",01:00PM - 02:20PM,"CRSC, Room 116", , , , , , ,FALSE,FALSE,FALSE, Sat,08:30AM - 10:30AM (2022/12/10),TBA,P. Ghattas, 16 / 68,0.5,Undergraduate
Fall 2022,Open,ACCT*3330*01 (6588) Intermed Financial Account I,Guelph," Mon, Wed",04:00PM - 05:20PM,"MCKN, Room 116", , , , , , ,FALSE,FALSE,FALSE, Mon,02:30PM - 04:30PM (2022/12/12),TBA,S. Wick, 8 / 76,0.5,Undergraduate
Fall 2022,Open,ACCT*3330*02 (6589) Intermed Financial Account I,Guelph," Mon, Wed",01:00PM - 02:20PM,"MCKN, Room 121", , , , , , ,FALSE,FALSE,FALSE, Mon,02:30PM - 04:30PM (2022/12/12),TBA,S. Wick, 8 / 76,0.5,Undergraduate
Fall 2022,Open,ACCT*3340*01 (6590) Intermed Financial Account II,Guelph," Wed, Fri",11:30AM - 12:50PM,"MACS, Room 209", , , , , , ,FALSE,FALSE,FALSE, Wed,08:30AM - 10:30AM (2022/12/07),TBA,S. Scott, 5 / 85,0.5,Undergraduate
Fall 2022,Open,ACCT*3340*02 (6591) Intermed Financial Account II,Guelph," Wed, Fri",02:30PM - 03:50PM,"CRSC, Room 116", , , , , , ,FALSE,FALSE,FALSE, Wed,08:30AM - 10:30AM (2022/12/07),TBA,S. Scott, 8 / 65,0.5,Undergraduate
Fall 2022,Open,ACCT*3350*01 (6592) Taxation,Guelph," Tues, Thur",02:30PM - 03:50PM,"MCKN, Room 306", , , , , , ,FALSE,FALSE,FALSE, Thur,11:30AM - 01:30PM (2022/12/15),TBA,S. Dhaliwal, 11 / 38,0.5,Undergraduate
Fall 2022,Open,ACCT*3350*02 (6593) Taxation,Guelph," Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 305", , , , , , ,FALSE,FALSE,FALSE, Thur,11:30AM - 01:30PM (2022/12/15),TBA,S. Dhaliwal, 7 / 38,0.5,Undergraduate
Fall 2022,Closed,ACCT*4220*01 (6594) Advanced Financial Accounting,Guelph," Tues, Thur",04:00PM - 05:20PM,"MCKN, Room 116", , , , , , ,FALSE,FALSE,FALSE, Mon,02:30PM - 04:30PM (2022/12/12),TBA,R. Baker, 0 / 75,0.5,Undergraduate
Fall 2022,Closed,ACCT*4220*02 (6595) Advanced Financial Accounting,Guelph," Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 116", , , , , , ,FALSE,FALSE,FALSE, Mon,02:30PM - 04:30PM (2022/12/12),TBA,R. Baker, 0 / 75,0.5,Undergraduate
Fall 2022,Open,ACCT*4230*01 (6596) Advanced Management Accounting,Guelph," Tues, Thur",11:30AM - 12:50PM,"MCLN, Room 107", , , , , , ,FALSE,FALSE,FALSE, Fri,08:30AM - 10:30AM (2022/12/16),TBA,K. Jagoda, 30 / 50,0.5,Undergraduate
Fall 2022,Open,ACCT*4270*01 (6597) Auditing II,Guelph," Mon, Wed",04:00PM - 05:20PM,"MAC, Room 149", , , , , , ,FALSE,FALSE,FALSE, Wed,11:30AM - 01:30PM (2022/12/14),TBA,C. Zavitz, 65 / 110,0.5,Undergraduate
Fall 2022,Open,ACCT*4270*02 (6598) Auditing II,Guelph," Mon, Wed",01:00PM - 02:20PM,"MAC, Room 149", , , , , , ,FALSE,FALSE,FALSE, Wed,11:30AM - 01:30PM (2022/12/14),TBA,C. Zavitz, 10 / 110,0.5,Undergraduate
Fall 2022,Open,ACCT*4350*01 (6599) Income Taxation II,Guelph," Mon, Wed",08:30AM - 09:50AM,"MACS, Room 209", , , , , , ,FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,S. Dhaliwal, 2 / 95,0.5,Undergraduate
Fall 2022,Open,AGR*1110*0101 (6600) Intro to Agri-Food Systems,Guelph," Mon, Wed, Fri",02:30PM - 03:20PM,"ALEX, Room 100", Tues,08:30AM - 11:20AM,"CRSC, Room 121A", , , ,FALSE,FALSE,FALSE, Fri,11:30AM - 01:30PM (2022/12/09),TBA,"E. Lee, A. Robinson, M. Raizada", 2 / 32,1,Undergraduate
Fall 2022,Closed,AGR*1110*0102 (6601) Intro to Agri-Food Systems,Guelph," Mon, Wed, Fri",02:30PM - 03:20PM,"ALEX, Room 100", Thur,08:30AM - 11:20AM,"CRSC, Room 121A", , , ,FALSE,FALSE,FALSE, Fri,11:30AM - 01:30PM (2022/12/09),TBA,"E. Lee, A. Robinson, M. Raizada", 0 / 32,1,Undergraduate
Fall 2022,Closed,AGR*1110*0103 (6602) Intro to Agri-Food Systems,Guelph," Mon, Wed, Fri",02:30PM - 03:20PM,"ALEX, Room 100", Wed,08:30AM - 11:20AM,"CRSC, Room 121A", , , ,FALSE,FALSE,FALSE, Fri,11:30AM - 01:30PM (2022/12/09),TBA,"E. Lee, A. Robinson, M. Raizada", 0 / 32,1,Undergraduate
Fall 2022,Open,AGR*1110*0104 (6603) Intro to Agri-Food Systems,Guelph," Mon, Wed, Fri",02:30PM - 03:20PM,"ALEX, Room 100", Fri,08:30AM - 11:20AM,"CRSC, Room 121A", , , ,FALSE,FALSE,FALSE, Fri,11:30AM - 01:30PM (2022/12/09),TBA,"E. Lee, A. Robinson, M. Raizada", 1 / 32,1,Undergraduate
Fall 2022,Open,AGR*1110*0105 (6604) Intro to Agri-Food Systems,Guelph," Mon, Wed, Fri",02:30PM - 03:20PM,"ALEX, Room 100", Mon,08:30AM - 11:20AM,"CRSC, Room 121A", , , ,FALSE,FALSE,FALSE, Fri,11:30AM - 01:30PM (2022/12/09),TBA,"E. Lee, A. Robinson, M. Raizada", 2 / 32,1,Undergraduate
Fall 2022,Open,AGR*2150*01 (6605) Plant Ag. for Int'l Devmt,Guelph," Tues, Thur",02:30PM - 03:50PM,"MCLN, Room 101", , , , , , ,FALSE,FALSE,FALSE, Sat,08:30AM - 10:30AM (2022/12/10),TBA,M. Raizada, 16 / 40,0.5,Undergraduate
Fall 2022,Open,AGR*2320*0101 (6606) Soils in Agroecosystems,Guelph," Tues, Thur",11:30AM - 12:50PM,"ALEX, Room 200", , , , Fri,08:30AM - 10:20AM,"ALEX, Room 030",FALSE,FALSE,FALSE, Sat,08:30AM - 10:30AM (2022/12/10),TBA,J. Lauzon, 12 / 22,0.5,Undergraduate
Fall 2022,Open,AGR*2320*0102 (6607) Soils in Agroecosystems,Guelph," Tues, Thur",11:30AM - 12:50PM,"ALEX, Room 200", , , , Tues,03:30PM - 05:20PM,"ALEX, Room 030",FALSE,FALSE,FALSE, Sat,08:30AM - 10:30AM (2022/12/10),TBA,J. Lauzon, 3 / 22,0.5,Undergraduate
Fall 2022,Closed,AGR*2320*0103 (6608) Soils in Agroecosystems,Guelph," Tues, Thur",11:30AM - 12:50PM,"ALEX, Room 200", , , , Mon,03:30PM - 05:20PM,"ALEX, Room 030",FALSE,FALSE,FALSE, Sat,08:30AM - 10:30AM (2022/12/10),TBA,J. Lauzon, 0 / 22,0.5,Undergraduate
Fall 2022,Open,AGR*2320*0104 (6609) Soils in Agroecosystems,Guelph," Tues, Thur",11:30AM - 12:50PM,"ALEX, Room 200", , , , Thur,03:30PM - 05:20PM,"ALEX, Room 030",FALSE,FALSE,FALSE, Sat,08:30AM - 10:30AM (2022/12/10),TBA,J. Lauzon, 4 / 22,0.5,Undergraduate
Fall 2022,Closed,AGR*2320*0105 (6610) Soils in Agroecosystems,Guelph," Tues, Thur",11:30AM - 12:50PM,"ALEX, Room 200", , , , Mon,08:30AM - 10:20AM,"ALEX, Room 030",FALSE,FALSE,FALSE, Sat,08:30AM - 10:30AM (2022/12/10),TBA,J. Lauzon, 0 / 22,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0101 (6611) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Tues,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 37,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0102 (6612) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Tues,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 37,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0103 (6613) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Wed,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 37,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0104 (6614) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Wed,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 37,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0105 (6615) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Mon,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 37,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0106 (6616) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Mon,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 37,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0107 (6617) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Thur,02:30PM - 05:20PM,"ANNU, Room 102",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 38,0.5,Undergraduate
Fall 2022,Closed,AGR*2350*0108 (6618) Animal Prod Sys & Industry,Guelph," Tues, Thur",10:00AM - 11:20AM,"ALEX, Room 200", , , , Thur,02:30PM - 05:20PM,"ANNU, Room 102",FALSE,FALSE,FALSE, Fri,02:30PM - 04:30PM (2022/12/16),TBA,K. Wood, 0 / 38,0.5,Undergraduate
Fall 2022,Closed,AGR*2470*0101 (6619) Intro to Plant Agriculture,Guelph," Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 117", , , , Fri,08:30AM - 11:20AM,"MACN, Room 201",FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,"M. McDonald, B. Micallef, J. Nasielski", 0 / 20,0.5,Undergraduate
Fall 2022,Closed,AGR*2470*0102 (6620) Intro to Plant Agriculture,Guelph," Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 117", , , , Tues,02:30PM - 05:20PM,"MACN, Room 201",FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,"M. McDonald, B. Micallef, J. Nasielski", 0 / 20,0.5,Undergraduate
Fall 2022,Closed,AGR*2470*0103 (6621) Intro to Plant Agriculture,Guelph," Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 117", , , , Wed,02:30PM - 05:20PM,"MACN, Room 201",FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,"M. McDonald, B. Micallef, J. Nasielski", 0 / 20,0.5,Undergraduate
Fall 2022,Closed,AGR*2470*0104 (6622) Intro to Plant Agriculture,Guelph," Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 117", , , , Thur,02:30PM - 05:20PM,"MCKN, Room 119A",FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,"M. McDonald, B. Micallef, J. Nasielski", 0 / 20,0.5,Undergraduate
Fall 2022,Closed,AGR*2470*0105 (6623) Intro to Plant Agriculture,Guelph," Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 117", , , , Mon,02:30PM - 05:20PM,"MCKN, Room 119A",FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,"M. McDonald, B. Micallef, J. Nasielski", 0 / 20,0.5,Undergraduate
Fall 2022,Closed,AGR*2470*0106 (6624) Intro to Plant Agriculture,Guelph," Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 117", , , , Fri,02:30PM - 05:20PM,Room GNHS,FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,"M. McDonald, B. Micallef, J. Nasielski", 0 / 20,0.5,Undergraduate
Fall 2022,Open,AGR*3010*01 (6625) Spec. Studies in Agr. Sci. I,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,F. Tardif, 29 / 30,0.5,Undergraduate
Fall 2022,Open,AGR*3450*0101 (6626) Research Methods,Guelph," Tues, Thur",04:00PM - 05:20PM,"ANNU, Room 204", , , , Thur,08:30AM - 10:20AM,"CRSC, Room 121B",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/12),TBA,J. Nasielski, 13 / 40,0.5,Undergraduate
Fall 2022,Open,AGR*4010*01 (6627) Spec. Studies in Agr. Sci. II,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,A. Robinson, 10 / 10,0.5,Undergraduate
Fall 2022,Open,AGR*4020*01 (6628) Precision Agriculture,Guelph," Mon, Wed",01:00PM - 02:20PM,"MCKN, Room 317", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Sulik, 14 / 35,0.5,Undergraduate
Fall 2022,Open,AGR*4450*01 (6629) Research Project I,Guelph, Mon,11:30AM - 12:20PM,"ANNU, Room 002", , , , , , ,FALSE,FALSE,FALSE, , , ,M. Kalischuk, 10 / 15,0.5,Undergraduate
Fall 2022,Open,AGR*4460*01 (6630) Research Project II,Guelph, Mon,11:30AM - 12:20PM,"ANNU, Room 002", , , , , , ,FALSE,FALSE,FALSE, , , ,M. Kalischuk, 13 / 15,1,Undergraduate
Fall 2022,Open,ANSC*2340*DE01 (6631) Structure of Farm Animals,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, Wed,08:30AM - 10:30AM (2022/12/07),TBA,M. Duarte, 21 / 65,0.5,Undergraduate
Fall 2022,Closed,ANSC*3050*01 (6632) Aquaculture: Advanced Issues,Guelph," Mon, Wed, Fri",01:30PM - 02:20PM,"ANNU, Room 204", , , , , , ,FALSE,FALSE,FALSE, , , ,D. Huyben, 0 / 48,0.5,Undergraduate
Fall 2022,Closed,ANSC*3080*0101 (6633) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Mon,02:30PM - 03:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 0 / 33,0.5,Undergraduate
Fall 2022,Open,ANSC*3080*0102 (6634) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Mon,04:00PM - 05:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 3 / 33,0.5,Undergraduate
Fall 2022,Closed,ANSC*3080*0103 (6635) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Tues,02:30PM - 03:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 0 / 33,0.5,Undergraduate
Fall 2022,Closed,ANSC*3080*0104 (6636) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Tues,04:00PM - 05:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 0 / 33,0.5,Undergraduate
Fall 2022,Closed,ANSC*3080*0105 (6637) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Thur,02:30PM - 03:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 0 / 33,0.5,Undergraduate
Fall 2022,Open,ANSC*3080*0106 (6638) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Thur,04:00PM - 05:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 12 / 33,0.5,Undergraduate
Fall 2022,Closed,ANSC*3080*0107 (6639) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Wed,02:30PM - 03:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 0 / 33,0.5,Undergraduate
Fall 2022,Closed,ANSC*3080*0108 (6640) Agricultural Animal Physiology,Guelph," Mon, Wed, Fri",08:30AM - 09:20AM,"MACN, Room 105", , , , Wed,04:00PM - 05:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,G. Bedecarrats, 0 / 33,0.5,Undergraduate
Fall 2022,Closed,ANSC*3090*01 (6641) Principles of Animal Behaviour,Guelph," Tues, Thur",04:00PM - 05:20PM,"ALEX, Room 200", , , , , , ,FALSE,FALSE,FALSE, Wed,07:00PM - 09:00PM (2022/12/07),TBA,A. Harlander, 0 / 200,0.5,Undergraduate
Fall 2022,Open,ANSC*3120*0101 (6642) Animal Nutrition,Guelph," Mon, Wed, Fri",09:30AM - 10:20AM,"MACN, Room 105", , , , Mon,02:30PM - 04:20PM,"ANNU, Room 102",FALSE,FALSE,FALSE, , , ,D. Bureau, 2 / 49,0.5,Undergraduate
Fall 2022,Open,ANSC*3120*0102 (6643) Animal Nutrition,Guelph," Mon, Wed, Fri",09:30AM - 10:20AM,"MACN, Room 105", , , , Tues,09:30AM - 11:20AM,"ANNU, Room 102",FALSE,FALSE,FALSE, , , ,D. Bureau, 5 / 49,0.5,Undergraduate
Fall 2022,Open,ANSC*3120*0103 (6644) Animal Nutrition,Guelph," Mon, Wed, Fri",09:30AM - 10:20AM,"MACN, Room 105", , , , Wed,02:30PM - 04:20PM,"ANNU, Room 102",FALSE,FALSE,FALSE, , , ,D. Bureau, 4 / 49,0.5,Undergraduate
Fall 2022,Open,ANSC*3120*0104 (6645) Animal Nutrition,Guelph," Mon, Wed, Fri",09:30AM - 10:20AM,"MACN, Room 105", , , , Thur,09:30AM - 11:20AM,"ANNU, Room 102",FALSE,FALSE,FALSE, , , ,D. Bureau, 6 / 49,0.5,Undergraduate
Fall 2022,Open,ANSC*3120*0105 (6646) Animal Nutrition,Guelph," Mon, Wed, Fri",09:30AM - 10:20AM,"MACN, Room 105", , , , Tues,02:30PM - 04:20PM,"ANNU, Room 102",FALSE,FALSE,FALSE, , , ,D. Bureau, 8 / 49,0.5,Undergraduate
Fall 2022,Closed,ANSC*4010*01 (6647) Animal Welfare Judging & Eval,Guelph, , , , , , , Wed,05:30PM - 08:20PM,"ANNU, Room 101",FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/12),TBA,"T. Widowski, D. Haley", 0 / 20,0.5,Undergraduate
Fall 2022,Open,ANSC*4040*0101 (6648) Digital Tech Animal Production,Guelph," Mon, Wed",01:30PM - 02:20PM,"ANNU, Room 030", , , , Fri,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, , , ,J. St-Pierre, 5 / 20,0.5,Undergraduate
Fall 2022,Open,ANSC*4050*0101 (6649) Biotechnology in Animal Sci,Guelph," Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 115", , , , Wed,08:30AM - 10:20AM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,J. Li, 1 / 37,0.5,Undergraduate
Fall 2022,Closed,ANSC*4050*0102 (6650) Biotechnology in Animal Sci,Guelph," Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 115", , , , Wed,10:30AM - 12:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, Mon,11:30AM - 01:30PM (2022/12/05),TBA,J. Li, 0 / 37,0.5,Undergraduate
Fall 2022,Closed,ANSC*4230*01 (6651) Challenges & Opps in Dairy Cat,Guelph, , , , , , , Mon,11:30AM - 02:20PM,"ANNU, Room 102",FALSE,FALSE,FALSE, , , ,T. DeVries, 0 / 24,0.5,Undergraduate
Fall 2022,Open,ANSC*4270*0101 (6652) Dairy Cattle Nutrition,Guelph," Mon, Fri",09:30AM - 10:20AM,"ANNU, Room 156", , , , Wed,02:30PM - 05:20PM,"ANNU, Room 156",FALSE,FALSE,FALSE, Wed,08:30AM - 10:30AM (2022/12/07),TBA,M. Steele, 2 / 60,0.5,Undergraduate
Fall 2022,Open,ANSC*4280*01 (6653) Poultry Nutrition,Guelph," Tues, Thur",10:00AM - 11:20AM,"ANNU, Room 030", , , , , , ,FALSE,FALSE,FALSE, , , ,E. Kiarie, 1 / 37,0.5,Undergraduate
Fall 2022,Open,ANSC*4290*01 (6654) Swine Nutrition,Guelph," Mon, Fri",11:30AM - 12:50PM,"ANNU, Room 030", , , , , , ,FALSE,FALSE,FALSE, Tues,08:30AM - 10:30AM (2022/12/13),TBA,L. Huber, 16 / 36,0.5,Undergraduate
Fall 2022,Open,ANSC*4560*01 (6655) Pet Nutrition,Guelph," Tues, Thur",02:30PM - 03:50PM,"LA, Room 204", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Guazzelli Pezzali, 27 / 140,0.5,Undergraduate
Fall 2022,Open,ANSC*4700*01 (6656) Research in Animal Biology I,Guelph, , , , , , ,TBA,TBA,TBA,FALSE,FALSE,FALSE, , , ,J. Li, 14 / 40,0.5,Undergraduate
Fall 2022,Open,ANSC*4710*01 (6657) Research in Animal Biology II,Guelph, , , , , , ,TBA,TBA,TBA,FALSE,FALSE,FALSE, , , ,J. Li, 7 / 10,0.5,Undergraduate
Fall 2022,Closed,ANTH*1120*01 (6669) Biological Anthropology,Guelph, Thur,07:00PM - 09:50PM,"ROZH, Room 102", , , , , , ,FALSE,FALSE,FALSE, Mon,08:30AM - 10:30AM (2022/12/05),TBA,T. Steffens, 0 / 120,0.5,Undergraduate
Fall 2022,Open,ANTH*1150*01 (6670) Introduction to Anthropology,Guelph, Mon,07:00PM - 09:50PM,"WMEM, Room 103", , , , , , ,FALSE,FALSE,FALSE, Thur,08:30AM - 10:30AM (2022/12/15),TBA,L. Sneyd, 9 / 450,0.5,Undergraduate
Fall 2022,Closed,ANTH*1150*02 (6671) Introduction to Anthropology,Guelph," Tues, Thur",02:30PM - 03:50PM,"ROZH, Room 104", , , , , , ,FALSE,FALSE,FALSE, , , ,D. Rose, 0 / 450,0.5,Undergraduate
