Term,Status,Section,Location,Lecture Days,Lecture Time,Lecture Location,Seminar Days,Seminar Time,Seminar Location,Lab Days,Lab Time,Lab Location,Distance Education,Electronic,Independent Study,Exam Day,Exam Time,Exam Location,Faculty,Capacity,Credits,Academic Level
Winter 2023,Open,ACCT*1220*0101 (1065) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Tues,10:30AM - 11:20AM,"MCKN, Room 230", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0102 (1066) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Mon,02:30PM - 03:20PM,"MCKN, Room 231", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0103 (1067) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Thur,11:30AM - 12:20PM,"MCKN, Room 232", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0104 (1068) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Tues,08:30AM - 09:20AM,"MCKN, Room 230", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0105 (1069) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Wed,12:30PM - 01:20PM,"MCKN, Room 228", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0106 (1070) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Wed,04:30PM - 05:20PM,"MCKN, Room 229", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0107 (1071) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Thur,02:30PM - 03:20PM,"MCKN, Room 229", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0108 (1072) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Mon,09:30AM - 10:20AM,"MCKN, Room 230", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0109 (1073) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Wed,09:30AM - 10:20AM,"AD-S, Room VIRTUAL", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 70 / 70,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*0110 (1074) Intro Financial Accounting,Guelph,Fri,08:30AM - 10:20AM,"ROZH, Room 104",Mon,01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 70 / 70,0.5,Undergraduate
Winter 2023,Closed,ACCT*1220*0211 (1075) Intro Financial Accounting,Guelph,Mon,07:00PM - 08:50PM,"ROZH, Room 103",Fri,01:30PM - 02:20PM,"MCKN, Room 229", , , ,FALSE,FALSE,FALSE, , , ,TBA, 0 / 0,0.5,Undergraduate
Winter 2023,Closed,ACCT*1220*0212 (1076) Intro Financial Accounting,Guelph,Mon,07:00PM - 08:50PM,"ROZH, Room 103",Fri,08:30AM - 09:20AM,"MCKN, Room 230", , , ,FALSE,FALSE,FALSE, , , ,TBA, 0 / 0,0.5,Undergraduate
Winter 2023,Closed,ACCT*1220*0213 (1077) Intro Financial Accounting,Guelph,Mon,07:00PM - 08:50PM,"ROZH, Room 103",Tues,02:30PM - 03:20PM,"MCKN, Room 228", , , ,FALSE,FALSE,FALSE, , , ,TBA, 0 / 0,0.5,Undergraduate
Winter 2023,Closed,ACCT*1220*0214 (1078) Intro Financial Accounting,Guelph,Mon,07:00PM - 08:50PM,"ROZH, Room 103",Thur,10:30AM - 11:20AM,"MCKN, Room 229", , , ,FALSE,FALSE,FALSE, , , ,TBA, 0 / 0,0.5,Undergraduate
Winter 2023,Open,ACCT*1220*DE01 (1079) Intro Financial Accounting,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, , , ,S. Dhaliwal, 200 / 200,0.5,Undergraduate
Winter 2023,Open,ACCT*1240*01 (1080) Applied Financial Accounting,Guelph,"Mon, Wed",01:00PM - 02:20PM,"MAC, Room 149", , , , , , ,FALSE,FALSE,FALSE, , , ,C. Zavitz, 80 / 80,0.5,Undergraduate
Winter 2023,Open,ACCT*1240*02 (1081) Applied Financial Accounting,Guelph,"Mon, Wed",10:00AM - 11:20AM,"MAC, Room 149", , , , , , ,FALSE,FALSE,FALSE, , , ,C. Zavitz, 80 / 80,0.5,Undergraduate
Winter 2023,Open,ACCT*2230*01 (1082) Management Accounting,Guelph,Thur,07:00PM - 09:50PM,"ROZH, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,P. Ghattas, 200 / 200,0.5,Undergraduate
Winter 2023,Open,ACCT*2230*DE01 (1083) Management Accounting,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, , , ,P. Ghattas, 200 / 200,0.5,Undergraduate
Winter 2023,Open,ACCT*3230*01 (1084) Intermediate Mgmt Accounting,Guelph,"Mon, Wed",08:30AM - 09:50AM,"MINS, Room 300", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ACCT*3330*01 (1085) Intermed Financial Account I,Guelph,"Wed, Fri",02:30PM - 03:50PM,"MCLN, Room 107", , , , , , ,FALSE,FALSE,FALSE, , , ,S. Dhaliwal, 50 / 50,0.5,Undergraduate
Winter 2023,Open,ACCT*4220*01 (1086) Advanced Financial Accounting,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 230", , , , , , ,FALSE,FALSE,FALSE, , , ,R. Baker, 40 / 40,0.5,Undergraduate
Winter 2023,Open,ACCT*4230*01 (1087) Advanced Management Accounting,Guelph,"Mon, Wed",08:30AM - 09:50AM,"MCKN, Room 121", , , , , , ,FALSE,FALSE,FALSE, , , ,K. Jagoda, 50 / 50,0.5,Undergraduate
Winter 2023,Open,ACCT*4230*02 (1088) Advanced Management Accounting,Guelph,"Mon, Wed",11:30AM - 12:50PM,"MCKN, Room 029", , , , , , ,FALSE,FALSE,FALSE, , , ,K. Jagoda, 50 / 50,0.5,Undergraduate
Winter 2023,Open,ACCT*4290*01 (1089) IT Auditing & Data Analytics,Guelph,Tues,07:00PM - 09:50PM,"MAC, Room 149", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 80 / 80,0.5,Undergraduate
Winter 2023,Open,ACCT*4340*01 (1090) Accounting Theory,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCKN, Room 227", , , , , , ,FALSE,FALSE,FALSE, , , ,R. Baker, 40 / 40,0.5,Undergraduate
Winter 2023,Open,ACCT*4440*01 (1091) Integrated Cases in Accounting,Guelph,"Mon, Wed",05:30PM - 06:50PM,"MAC, Room 149", , , , , , ,FALSE,FALSE,FALSE, , , ,P. Ghattas, 70 / 70,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0101 (1092) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Mon,08:30AM - 11:20AM,"MCKN, Room 308",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0102 (1093) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Tues,08:30AM - 11:20AM,"MCKN, Room 313",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0103 (1094) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Wed,08:30AM - 11:20AM,"MCKN, Room 307",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0104 (1095) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Tues,02:30PM - 05:20PM,"MCKN, Room 309",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0105 (1096) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Wed,02:30PM - 05:20PM,"MCKN, Room 313",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0106 (1097) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Fri,08:30AM - 11:20AM,"MCKN, Room 316",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0107 (1098) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Thur,08:30AM - 11:20AM,"MCKN, Room 316",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0108 (1099) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Thur,02:30PM - 05:20PM,"MCKN, Room 304",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0109 (1100) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Fri,02:30PM - 05:20PM,"MCKN, Room 307",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0110 (1101) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Mon,02:30PM - 05:20PM,"MCKN, Room 314",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0111 (1102) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"MACN, Room 105", , , ,Fri,08:30AM - 11:20AM,"MCKN, Room 306",FALSE,FALSE,FALSE, , , ,"M. Steele, G. Bedecarrats", 25 / 25,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0201 (3880) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Mon,08:30AM - 11:20AM,"MCKN, Room 308",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0202 (3881) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Tues,08:30AM - 11:20AM,"MCKN, Room 313",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0203 (3882) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Wed,08:30AM - 11:20AM,"MCKN, Room 307",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0204 (3883) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Tues,02:30PM - 05:20PM,"MCKN, Room 309",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0205 (3884) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Wed,02:30PM - 05:20PM,"MCKN, Room 313",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0206 (3885) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Fri,08:30AM - 11:20AM,"MCKN, Room 316",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0207 (3886) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Thur,08:30AM - 11:20AM,"MCKN, Room 318",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0208 (3887) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Thur,02:30PM - 05:20PM,"MCKN, Room 304",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0209 (3888) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Fri,02:30PM - 05:20PM,"MCKN, Room 307",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0210 (3889) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Mon,02:30PM - 05:20PM,"MCKN, Room 314",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*1350*0211 (3890) Dairy/Poultry/Egg Prod. & Ind.,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"AD-S, Room VIRTUAL", , , ,Fri,08:30AM - 11:20AM,"MCKN, Room 306",FALSE,FALSE,FALSE, , , ,"G. Bedecarrats, M. Steele", 9 / 9,0.5,Undergraduate
Winter 2023,Open,AGR*2050*01 (1103) Agroecology,Guelph,"Tues, Thur",08:30AM - 09:50AM,"MCKN, Room 225", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Sulik, 50 / 50,0.5,Undergraduate
Winter 2023,Open,AGR*2500*01 (1104) Field Crse Int'l Agriculture,Guelph,Tues,07:00PM - 09:50PM,"MCKN, Room 059", , , , , , ,FALSE,FALSE,FALSE, , , ,A. Jones, 18 / 18,0.5,Undergraduate
Winter 2023,Open,AGR*3010*01 (1105) Spec. Studies in Agr. Sci. I,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,F. Tardif, 60 / 60,0.5,Undergraduate
Winter 2023,Open,AGR*3200*0101 (1106) Computing for Bioscientists,Guelph,"Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 318", , , ,Mon,09:30AM - 11:20AM,"MCKN, Room 309",FALSE,FALSE,FALSE, , , ,D. Tulpan, 35 / 35,0.5,Undergraduate
Winter 2023,Open,AGR*4010*01 (1107) Spec. Studies in Agr. Sci. II,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,A. Robinson, 20 / 20,0.5,Undergraduate
Winter 2023,Open,AGR*4450*01 (1108) Research Project I,Guelph,Tues,10:30AM - 11:20AM,"MCKN, Room 119A", , , , , , ,FALSE,FALSE,FALSE, , , ,M. Kalischuk, 10 / 10,0.5,Undergraduate
Winter 2023,Open,AGR*4460*01 (1109) Research Project II,Guelph,Tues,10:30AM - 11:20AM,"MCKN, Room 119A", , , , , , ,FALSE,FALSE,FALSE, , , ,M. Kalischuk, 10 / 10,1,Undergraduate
Winter 2023,Open,AGR*4600*01 (1110) Agriculture and Food Issues,Guelph,"Tues, Thur",11:30AM - 12:50PM,"MAC, Room 149", , , , , , ,FALSE,FALSE,FALSE, , , ,"V. Osborne, R. Van Acker", 130 / 130,1,Undergraduate
Winter 2023,Closed,ANSC*2210*0101 (1111) Animal Care and Welfare,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACS, Room 209",Mon,07:00PM - 08:20PM,"MCKN, Room 119A", , , ,FALSE,FALSE,FALSE, , , ,"R. Bergeron, A. Harlander", 0 / 0,0.5,Undergraduate
Winter 2023,Closed,ANSC*2210*0102 (1112) Animal Care and Welfare,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACS, Room 209",Tues,05:30PM - 06:50PM,"MCKN, Room 119", , , ,FALSE,FALSE,FALSE, , , ,"R. Bergeron, A. Harlander", 0 / 0,0.5,Undergraduate
Winter 2023,Open,ANSC*2210*0103 (1113) Animal Care and Welfare,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACS, Room 209",Mon,07:00PM - 08:20PM,"CRSC, Room 101", , , ,FALSE,FALSE,FALSE, , , ,"R. Bergeron, A. Harlander", 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*2210*0104 (1114) Animal Care and Welfare,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACS, Room 209",Wed,07:00PM - 08:20PM,"MCKN, Room 119", , , ,FALSE,FALSE,FALSE, , , ,"R. Bergeron, A. Harlander", 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*2210*0105 (1115) Animal Care and Welfare,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACS, Room 209",Thur,05:30PM - 06:50PM,"MCKN, Room 119", , , ,FALSE,FALSE,FALSE, , , ,"R. Bergeron, A. Harlander", 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*2340*01 (1116) Structure of Farm Animals,Guelph,"Mon, Wed, Fri",03:30PM - 04:20PM,"THRN, Room 1200", , , , , , ,FALSE,FALSE,FALSE, , , ,M. Duarte, 280 / 280,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0101 (1117) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Tues,10:00AM - 11:20AM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0102 (1118) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Tues,11:30AM - 12:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0103 (1119) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Tues,01:00PM - 02:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0104 (1120) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Tues,02:30PM - 03:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0105 (1121) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Tues,04:00PM - 05:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0106 (1122) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Thur,10:00AM - 11:20AM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0107 (1123) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Thur,11:30AM - 12:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0108 (1124) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Thur,01:00PM - 02:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0109 (1125) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Thur,02:30PM - 03:50PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3040*0110 (1126) Animal Reproduction,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"ROZH, Room 101", , , ,Thur,04:00PM - 05:20PM,"ANNU, Room 110",FALSE,FALSE,FALSE, , , ,E. De Souza Ribeiro, 1 / 1,0.5,Undergraduate
Winter 2023,Open,ANSC*3170*01 (1127) Nutrition of Fish & Crustacea,Guelph,"Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 116", , , , , , ,FALSE,FALSE,FALSE, , , ,D. Bureau, 78 / 78,0.5,Undergraduate
Winter 2023,Open,ANSC*3170*02 (1128) Nutrition of Fish & Crustacea,Guelph,"Tues, Thur",11:30AM - 12:50PM,"AD-S, Room VIRTUAL", , , , , , ,FALSE,FALSE,FALSE, , , ,D. Bureau, 20 / 20,0.5,Undergraduate
Winter 2023,Open,ANSC*3180*01 (1129) Wildlife Nutrition,Guelph,"Mon, Wed, Fri",12:30PM - 01:20PM,"ROZH, Room 101", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 300 / 300,0.5,Undergraduate
Winter 2023,Open,ANSC*3270*01 (1130) Animal Disorders,Guelph,"Mon, Wed, Fri",09:30AM - 10:20AM,"MACN, Room 105", , , , , , ,FALSE,FALSE,FALSE, , , ,"N. Karrow, E. Kiarie, E. De Souza Ribeiro", 250 / 250,0.5,Undergraduate
Winter 2023,Open,ANSC*4090*01 (1131) Applied Animal Behaviour,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MACS, Room 209", , , , , , ,FALSE,FALSE,FALSE, , , ,T. Widowski, 100 / 100,0.5,Undergraduate
Winter 2023,Open,ANSC*4100*01 (1132) Appl Env Physio/Animal Housing,Guelph,"Tues, Thur",08:30AM - 09:50AM,"ROZH, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,V. Osborne, 180 / 180,0.5,Undergraduate
Winter 2023,Closed,ANSC*4260*0101 (1133) Beef Cattle Nutrition,Guelph,"Mon, Wed",10:30AM - 11:20AM,"ANNU, Room 102", , , ,Fri,02:30PM - 05:20PM,"ANNU, Room 102",FALSE,FALSE,FALSE, , , ,K. Wood, 0 / 0,0.5,Undergraduate
Winter 2023,Open,ANSC*4350*01 (1134) Experiments in Animal Biology,Guelph, , , , , , ,Tues,02:30PM - 05:20PM,"ANNU, Room 030",FALSE,FALSE,FALSE, , , ,"J. Squires, L. Huber", 20 / 20,0.5,Undergraduate
Winter 2023,Open,ANSC*4470*01 (1135) Animal Metabolism,Guelph,"Mon, Wed, Fri",09:30AM - 10:20AM,"MINS, Room 106", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Cant, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ANSC*4490*01 (1136) Applied Endocrinology,Guelph,"Tues, Thur",01:00PM - 02:20PM,"ANNU, Room 156", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Squires, 90 / 90,0.5,Undergraduate
Winter 2023,Open,ANSC*4610*01 (1137) Critical Analysis in ANSC,Guelph,Thur,02:30PM - 05:20PM,"ANNU, Room 030", , , , , , ,FALSE,FALSE,FALSE, , , ,M. Fan, 20 / 20,0.5,Undergraduate
Winter 2023,Open,ANSC*4650*01 (1138) Comparative Immunology,Guelph,"Mon, Wed, Fri",01:30PM - 02:20PM,"GRHM, Room 2310", , , , , , ,FALSE,FALSE,FALSE, , , ,N. Karrow, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ANSC*4700*01 (1139) Research in Animal Biology I,Guelph, , , , , , ,TBA,TBA,TBA,FALSE,FALSE,FALSE, , , ,J. Li, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ANSC*4710*01 (1140) Research in Animal Biology II,Guelph, , , , , , ,TBA,TBA,TBA,FALSE,FALSE,FALSE, , , ,J. Li, 25 / 25,0.5,Undergraduate
Winter 2023,Open,ANTH*1120*01 (1158) Biological Anthropology,Guelph,Thur,07:00PM - 09:50PM,"ROZH, Room 102", , , , , , ,FALSE,FALSE,FALSE, , , ,T. Steffens, 120 / 120,0.5,Undergraduate
Winter 2023,Open,ANTH*1150*01 (1159) Introduction to Anthropology,Guelph,Wed,07:00PM - 09:50PM,"WMEM, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 375 / 375,0.5,Undergraduate
Winter 2023,Open,ANTH*1150*02 (1160) Introduction to Anthropology,Guelph,"Tues, Thur",01:00PM - 02:20PM,"WMEM, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 375 / 375,0.5,Undergraduate
Winter 2023,Open,ANTH*2180*01 (1161) Public Anthropology,Guelph,"Tues, Thur",01:00PM - 02:20PM,"ROZH, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,T. Steffens, 190 / 190,0.5,Undergraduate
Winter 2023,Open,ANTH*2660*01 (1162) Contemporary Indigenous People,Guelph,"Tues, Thur",10:00AM - 11:20AM,"LA, Room 204", , , , , , ,FALSE,FALSE,FALSE, , , ,T. McIlwraith, 135 / 135,0.5,Undergraduate
Winter 2023,Open,ANTH*3550*01 (1163) Medical Anthropology,Guelph,"Mon, Wed",11:30AM - 12:50PM,"ROZH, Room 108", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 30 / 30,0.5,Undergraduate
Winter 2023,Open,"ANTH*3770*01 (1164) Kinship, Family & Power",Guelph,Wed,07:00PM - 09:50PM,"MINS, Room 017", , , , , , ,FALSE,FALSE,FALSE, , , ,R. Sylvain, 45 / 45,0.5,Undergraduate
Winter 2023,Open,ANTH*3950*01 (1165) Special Projects in Anthro,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 5 / 5,0.5,Undergraduate
Winter 2023,Open,ANTH*4700*01 (1166) Issues/ Contemp Anthrop Theory,Guelph,Tues,02:30PM - 05:20PM,"ROZH, Room 107", , , , , , ,FALSE,FALSE,FALSE, , , ,E. Finnis, 20 / 20,0.5,Undergraduate
